trade_id,symbol,mode,decision_entry_time,actual_entry_time,decision_exit_time,actual_exit_time,hold_periods,min_known_rate_decimal,min_known_rate_bp,known_rate_decimal,known_rate_bp,funding_income,spot_qty,perp_qty,spot_entry_notional,perp_entry_notional,spot_pnl,perp_pnl,two_leg_residual_pnl,gross_carry_pnl,basis_pnl,initial_net_delta,spot_entry_source,perp_entry_source,spot_exit_source,perp_exit_source,same_minute_close_used,future_price_used,execution_status,passes_cost_coverage_gate,required_avg_rate_decimal,required_avg_rate_bp,legacy_total_cost_rate,net_pnl,net_return,total_fee,total_slippage,total_cost,accounting_expected_net,accounting_error,accounting_status,explicit_total_cost_rate,mapping_status
FRC1_BTCUSDT_2025-09-22 00:00:00.005000+00:00,BTCUSDT,funding,2025-09-22 00:00:00.005000+00:00,2025-09-22 00:01:00+00:00,2025-09-22 08:00:00.003000+00:00,2025-09-22 08:01:00+00:00,1,5e-05,0.5,6.665e-05,0.6665,0.1743,0.0868309566253322,0.0868309566253322,10000,10000,-230.9963939103716,230.9963939103716,0.0,0.1742999999999881,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.825700000000012,-0.00098257,8.0,2.0,10.0,-9.825700000000012,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-09-23 00:00:00+00:00,BTCUSDT,funding,2025-09-23 00:00:00+00:00,2025-09-23 00:01:00+00:00,2025-09-25 00:00:00+00:00,2025-09-25 00:01:00+00:00,6,5e-05,0.5,7.062e-05,0.7061999999999999,3.1288,0.0888926026242874,0.0888926026242874,10000,10000,66.34054933850595,-66.34054933850595,0.0,3.1287999999999982,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-6.871200000000002,-0.00068712,8.0,2.0,10.0,-6.871200000000002,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-09-25 16:00:00+00:00,BTCUSDT,funding,2025-09-25 16:00:00+00:00,2025-09-25 16:01:00+00:00,2025-09-26 00:00:00+00:00,2025-09-26 00:01:00+00:00,1,5e-05,0.5,9.56e-05,0.956,0.3143,0.0896582764451569,0.0896582764451569,10000,10000,-234.52811952524172,234.52811952524172,0.0,0.3143000000000029,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.685699999999995,-0.0009685699999999,8.0,2.0,10.0,-9.685699999999995,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-09-26 16:00:00.008000+00:00,BTCUSDT,funding,2025-09-26 16:00:00.008000+00:00,2025-09-26 16:01:00+00:00,2025-09-27 00:00:00+00:00,2025-09-27 00:01:00+00:00,1,5e-05,0.5,7.716e-05,0.7716,-0.001,0.0917543991646679,0.0917543991646679,10000,10000,51.69442848937339,-51.69442848937339,0.0,-0.0009999999999976,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-10.000999999999998,-0.0010000999999999,8.0,2.0,10.0,-10.000999999999998,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-09-27 16:00:00.003000+00:00,BTCUSDT,funding,2025-09-27 16:00:00.003000+00:00,2025-09-27 16:01:00+00:00,2025-09-28 00:00:00+00:00,2025-09-28 00:01:00+00:00,1,5e-05,0.5,7.821e-05,0.7821,0.3314,0.0914652829798657,0.0914652829798657,10000,10000,24.37549791413422,-24.37549791413422,0.0,0.3313999999999986,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.6686,-0.00096686,8.0,2.0,10.0,-9.6686,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-09-28 16:00:00+00:00,BTCUSDT,funding,2025-09-28 16:00:00+00:00,2025-09-28 16:01:00+00:00,2025-09-29 00:00:00+00:00,2025-09-29 00:01:00+00:00,1,5e-05,0.5,5.261e-05,0.5261,0.2312,0.0908945477814458,0.0908945477814458,10000,10000,188.7607073777284,-188.7607073777284,0.0,0.2312000000000011,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.7688,-0.0009768799999999,8.0,2.0,10.0,-9.7688,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-09-30 08:00:00.005000+00:00,BTCUSDT,funding,2025-09-30 08:00:00.005000+00:00,2025-09-30 08:01:00+00:00,2025-09-30 16:00:00+00:00,2025-09-30 16:01:00+00:00,1,5e-05,0.5,5.893e-05,0.5893,0.2584,0.0879543059789578,0.0879543059789578,10000,10000,-58.61274950437698,58.61274950437698,0.0,0.2584000000000017,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.741599999999998,-0.0009741599999999,8.0,2.0,10.0,-9.741599999999998,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-01 16:00:00+00:00,BTCUSDT,funding,2025-10-01 16:00:00+00:00,2025-10-01 16:01:00+00:00,2025-10-03 16:00:00+00:00,2025-10-03 16:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.7253,0.0851885990394133,0.0851885990394133,10000,10000,446.26047606796686,-446.26047606796686,0.0,5.725300000000004,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-4.274699999999996,-0.0004274699999999,8.0,2.0,10.0,-4.274699999999996,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-03 16:00:00+00:00,BTCUSDT,funding,2025-10-03 16:00:00+00:00,2025-10-03 16:01:00+00:00,2025-10-05 16:00:00.009000+00:00,2025-10-05 16:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.6526,0.0815493728445481,0.0815493728445481,10000,10000,12.411814546939988,-12.411814546939988,0.0,5.652599999999998,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-4.347400000000002,-0.00043474,8.0,2.0,10.0,-4.347400000000002,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-05 16:00:00.009000+00:00,BTCUSDT,funding,2025-10-05 16:00:00.009000+00:00,2025-10-05 16:01:00+00:00,2025-10-07 16:00:00+00:00,2025-10-07 16:01:00+00:00,6,5e-05,0.5,9.566e-05,0.9566,4.8012999999999995,0.0814482807489658,0.0814482807489658,10000,10000,-80.46275655190402,80.46275655190402,0.0,4.801299999999998,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-5.198700000000002,-0.00051987,8.0,2.0,10.0,-5.198700000000002,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-07 16:00:00+00:00,BTCUSDT,funding,2025-10-07 16:00:00+00:00,2025-10-07 16:01:00+00:00,2025-10-08 00:00:00+00:00,2025-10-08 00:01:00+00:00,1,5e-05,0.5,6.194e-05,0.6194000000000001,0.2542,0.0821089520106019,0.0821089520106019,10000,10000,-33.13096213627787,33.13096213627787,0.0,0.2541999999999973,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.745800000000004,-0.00097458,8.0,2.0,10.0,-9.745800000000004,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-08 08:00:00.006000+00:00,BTCUSDT,funding,2025-10-08 08:00:00.006000+00:00,2025-10-08 08:01:00+00:00,2025-10-09 00:00:00.001000+00:00,2025-10-09 00:01:00+00:00,2,5e-05,0.5,0.0001,1.0,0.6739999999999999,0.0822154093053044,0.0822154093053044,10000,10000,134.93192975186545,-134.93192975186545,0.0,0.6740000000000066,0.0,0.0,open,open,open,open,False,False,ok,False,0.00125,12.5,0.001,-9.325999999999992,-0.0009325999999999,8.0,2.0,10.0,-9.325999999999992,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-09 08:00:00+00:00,BTCUSDT,funding,2025-10-09 08:00:00+00:00,2025-10-09 08:01:00+00:00,2025-10-09 16:00:00+00:00,2025-10-09 16:01:00+00:00,1,5e-05,0.5,5.35e-05,0.535,0.1455,0.0820755258989322,0.0820755258989322,10000,10000,-55.72928208537497,55.72928208537497,0.0,0.1454999999999984,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.854500000000002,-0.00098545,8.0,2.0,10.0,-9.854500000000002,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-11 00:00:00+00:00,BTCUSDT,funding,2025-10-11 00:00:00+00:00,2025-10-11 00:01:00+00:00,2025-10-11 16:00:00+00:00,2025-10-11 16:01:00+00:00,2,5e-05,0.5,0.0001,1.0,1.0467,0.0888945781418899,0.0888945781418899,10000,10000,-58.56374807987737,58.56374807987737,0.0,1.0467000000000013,0.0,0.0,open,open,open,open,False,False,ok,False,0.00125,12.5,0.001,-8.953299999999999,-0.0008953299999999,8.0,2.0,10.0,-8.953299999999999,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-22 16:00:00+00:00,BTCUSDT,funding,2025-10-22 16:00:00+00:00,2025-10-22 16:01:00+00:00,2025-10-23 08:00:00.001000+00:00,2025-10-23 08:01:00+00:00,2,5e-05,0.5,5.702e-05,0.5702,1.1584,0.0922776523827012,0.0922776523827012,10000,10000,84.14799120778474,-84.14799120778474,0.0,1.1584000000000003,0.0,0.0,open,open,open,open,False,False,ok,False,0.00125,12.5,0.001,-8.8416,-0.0008841599999999,8.0,2.0,10.0,-8.8416,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-25 00:00:00+00:00,BTCUSDT,funding,2025-10-25 00:00:00+00:00,2025-10-25 00:01:00+00:00,2025-10-25 08:00:00.001000+00:00,2025-10-25 08:01:00+00:00,1,5e-05,0.5,5.02e-05,0.502,0.1484,0.0901116032205887,0.0901116032205887,10000,10000,42.03706290240463,-42.03706290240463,0.0,0.1484000000000023,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.851599999999998,-0.0009851599999999,8.0,2.0,10.0,-9.851599999999998,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-25 16:00:00.001000+00:00,BTCUSDT,funding,2025-10-25 16:00:00.001000+00:00,2025-10-25 16:01:00+00:00,2025-10-26 00:00:00.001000+00:00,2025-10-26 00:01:00+00:00,1,5e-05,0.5,5.57e-05,0.5569999999999999,0.1903,0.0897887719140721,0.0897887719140721,10000,10000,17.068845540865638,-17.068845540865638,0.0,0.1903000000000005,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.8097,-0.0009809699999999,8.0,2.0,10.0,-9.8097,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-26 16:00:00+00:00,BTCUSDT,funding,2025-10-26 16:00:00+00:00,2025-10-26 16:01:00+00:00,2025-10-28 16:00:00.004000+00:00,2025-10-28 16:01:00+00:00,6,5e-05,0.5,6.904e-05,0.6904,4.4161,0.0879934673649828,0.0879934673649828,10000,10000,74.72405248634315,-74.72405248634315,0.0,4.4161,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-5.5839,-0.00055839,8.0,2.0,10.0,-5.5839,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-29 16:00:00+00:00,BTCUSDT,funding,2025-10-29 16:00:00+00:00,2025-10-29 16:01:00+00:00,2025-10-30 00:00:00.004000+00:00,2025-10-30 00:01:00+00:00,1,5e-05,0.5,5.003e-05,0.5003,0.1097,0.0898051408054802,0.0898051408054802,10000,10000,-123.04202341758774,123.04202341758774,0.0,0.1097000000000036,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.890299999999996,-0.0009890299999999,8.0,2.0,10.0,-9.890299999999996,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-10-31 08:00:00.008000+00:00,BTCUSDT,funding,2025-10-31 08:00:00.008000+00:00,2025-10-31 08:01:00+00:00,2025-11-02 08:00:00+00:00,2025-11-02 08:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.613200000000001,0.0914288222047694,0.0914288222047694,10000,10000,139.46552539115615,-139.46552539115615,0.0,5.613200000000006,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-4.386799999999994,-0.0004386799999999,8.0,2.0,10.0,-4.386799999999994,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-02 08:00:00+00:00,BTCUSDT,funding,2025-11-02 08:00:00+00:00,2025-11-02 08:01:00+00:00,2025-11-04 08:00:00.004000+00:00,2025-11-04 08:01:00+00:00,6,5e-05,0.5,8.15e-05,0.8150000000000001,3.9723,0.0901712442098789,0.0901712442098789,10000,10000,-577.5648534131178,577.5648534131178,0.0,3.9723000000000184,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-6.027699999999982,-0.0006027699999999,8.0,2.0,10.0,-6.027699999999982,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-04 08:00:00.004000+00:00,BTCUSDT,funding,2025-11-04 08:00:00.004000+00:00,2025-11-04 08:01:00+00:00,2025-11-05 08:00:00+00:00,2025-11-05 08:01:00+00:00,3,5e-05,0.5,5.808e-05,0.5808,1.6302,0.0956984503549934,0.0956984503549934,10000,10000,-270.836184349666,270.836184349666,0.0,1.630200000000002,0.0,0.0,open,open,open,open,False,False,ok,False,0.0008333333333333,8.333333333333334,0.001,-8.369799999999998,-0.0008369799999999,8.0,2.0,10.0,-8.369799999999998,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-06 08:00:00+00:00,BTCUSDT,funding,2025-11-06 08:00:00+00:00,2025-11-06 08:01:00+00:00,2025-11-08 08:00:00.015000+00:00,2025-11-08 08:01:00+00:00,6,5e-05,0.5,7.916e-05,0.7916,3.2880000000000003,0.0970247364565596,0.0970247364565596,10000,10000,-75.85393896173858,75.85393896173858,0.0,3.2879999999999967,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-6.712000000000003,-0.0006712,8.0,2.0,10.0,-6.712000000000003,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-09 16:00:00.005000+00:00,BTCUSDT,funding,2025-11-09 16:00:00.005000+00:00,2025-11-09 16:01:00+00:00,2025-11-11 00:00:00.007000+00:00,2025-11-11 00:01:00+00:00,4,5e-05,0.5,8.948e-05,0.8948,2.4022,0.0963701229490028,0.0963701229490028,10000,10000,211.28185755339328,-211.28185755339328,0.0,2.4021999999999935,0.0,0.0,open,open,open,open,False,False,ok,False,0.000625,6.25,0.001,-7.5978000000000065,-0.00075978,8.0,2.0,10.0,-7.5978000000000065,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-11 16:00:00.009000+00:00,BTCUSDT,funding,2025-11-11 16:00:00.009000+00:00,2025-11-11 16:01:00+00:00,2025-11-12 00:00:00+00:00,2025-11-12 00:01:00+00:00,1,5e-05,0.5,5.823e-05,0.5823,0.2462,0.0966264797137537,0.0966264797137537,10000,10000,-39.12406163609972,39.12406163609972,0.0,0.2462000000000017,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.753799999999998,-0.0009753799999999,8.0,2.0,10.0,-9.753799999999998,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-12 16:00:00+00:00,BTCUSDT,funding,2025-11-12 16:00:00+00:00,2025-11-12 16:01:00+00:00,2025-11-13 00:00:00.002000+00:00,2025-11-13 00:01:00+00:00,1,5e-05,0.5,5.786e-05,0.5786,0.1077,0.0979527867567832,0.0979527867567832,10000,10000,-47.84014105201236,47.84014105201236,0.0,0.1077000000000012,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.8923,-0.0009892299999999,8.0,2.0,10.0,-9.8923,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-13 08:00:00+00:00,BTCUSDT,funding,2025-11-13 08:00:00+00:00,2025-11-13 08:01:00+00:00,2025-11-15 08:00:00+00:00,2025-11-15 08:01:00+00:00,6,5e-05,0.5,9.352e-05,0.9352,5.2728,0.0966110766531604,0.0966110766531604,10000,10000,-706.3718869495825,706.3718869495825,0.0,5.272799999999961,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-4.727200000000039,-0.00047272,8.0,2.0,10.0,-4.727200000000039,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-15 08:00:00+00:00,BTCUSDT,funding,2025-11-15 08:00:00+00:00,2025-11-15 08:01:00+00:00,2025-11-17 08:00:00.003000+00:00,2025-11-17 08:01:00+00:00,6,5e-05,0.5,0.0001,1.0,5.0296,0.1039541021848033,0.1039541021848033,10000,10000,-62.008621953235206,62.008621953235206,0.0,5.029600000000002,0.0,0.0,open,open,open,open,False,False,ok,False,0.0004166666666666,4.166666666666667,0.001,-4.970399999999998,-0.0004970399999999,8.0,2.0,10.0,-4.970399999999998,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-17 08:00:00.003000+00:00,BTCUSDT,funding,2025-11-17 08:00:00.003000+00:00,2025-11-17 08:01:00+00:00,2025-11-18 16:00:00+00:00,2025-11-18 16:01:00+00:00,4,5e-05,0.5,9.568e-05,0.9568,3.0933,0.1046027292944127,0.1046027292944127,10000,10000,-280.07380768579014,280.07380768579014,0.0,3.0932999999999993,0.0,0.0,open,open,open,open,False,False,ok,False,0.000625,6.25,0.001,-6.906700000000001,-0.00069067,8.0,2.0,10.0,-6.906700000000001,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-19 00:00:00+00:00,BTCUSDT,funding,2025-11-19 00:00:00+00:00,2025-11-19 00:01:00+00:00,2025-11-19 16:00:00.008000+00:00,2025-11-19 16:01:00+00:00,2,5e-05,0.5,7.496e-05,0.7496,0.8992,0.1076558372071492,0.1076558372071492,10000,10000,-307.0344477147895,307.0344477147895,0.0,0.8992000000000075,0.0,0.0,open,open,open,open,False,False,ok,False,0.00125,12.5,0.001,-9.100799999999992,-0.0009100799999999,8.0,2.0,10.0,-9.100799999999992,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-20 08:00:00+00:00,BTCUSDT,funding,2025-11-20 08:00:00+00:00,2025-11-20 08:01:00+00:00,2025-11-21 16:00:00.001000+00:00,2025-11-21 16:01:00+00:00,4,5e-05,0.5,0.0001,1.0,2.0437000000000003,0.1084659872357226,0.1084659872357226,10000,10000,-1005.0783775223769,1005.0783775223769,0.0,2.0436999999999443,0.0,0.0,open,open,open,open,False,False,ok,False,0.000625,6.25,0.001,-7.956300000000056,-0.00079563,8.0,2.0,10.0,-7.956300000000056,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-22 08:00:00+00:00,BTCUSDT,funding,2025-11-22 08:00:00+00:00,2025-11-22 08:01:00+00:00,2025-11-23 00:00:00+00:00,2025-11-23 00:01:00+00:00,2,5e-05,0.5,6.735e-05,0.6735,0.8869,0.1183734540426902,0.1183734540426902,10000,10000,19.058126100873125,-19.058126100873125,0.0,0.8869000000000007,0.0,0.0,open,open,open,open,False,False,ok,False,0.00125,12.5,0.001,-9.1131,-0.0009113099999999,8.0,2.0,10.0,-9.1131,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-24 16:00:00.006000+00:00,BTCUSDT,funding,2025-11-24 16:00:00.006000+00:00,2025-11-24 16:01:00+00:00,2025-11-25 00:00:00+00:00,2025-11-25 00:01:00+00:00,1,5e-05,0.5,5.044e-05,0.5044,-0.529,0.1153586153274685,0.1153586153274685,10000,10000,175.8872807897909,-175.8872807897909,0.0,-0.5289999999999964,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-10.528999999999996,-0.0010528999999999,8.0,2.0,10.0,-10.528999999999996,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-26 08:00:00.001000+00:00,BTCUSDT,funding,2025-11-26 08:00:00.001000+00:00,2025-11-26 08:01:00+00:00,2025-11-26 16:00:00+00:00,2025-11-26 16:01:00+00:00,1,5e-05,0.5,5.388e-05,0.5388,-0.0419,0.1138543688767697,0.1138543688767697,10000,10000,-94.81791840057416,94.81791840057416,0.0,-0.0418999999999982,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-10.041899999999998,-0.0010041899999999,8.0,2.0,10.0,-10.041899999999998,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-28 08:00:00+00:00,BTCUSDT,funding,2025-11-28 08:00:00+00:00,2025-11-28 08:01:00+00:00,2025-11-28 16:00:00.008000+00:00,2025-11-28 16:01:00+00:00,1,5e-05,0.5,6.007e-05,0.6007,-0.1703,0.1099978110435602,0.1099978110435602,10000,10000,148.21105060009404,-148.21105060009404,0.0,-0.1702999999999974,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-10.170299999999996,-0.0010170299999999,8.0,2.0,10.0,-10.170299999999996,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-11-30 00:00:00.003000+00:00,BTCUSDT,funding,2025-11-30 00:00:00.003000+00:00,2025-11-30 00:01:00+00:00,2025-11-30 08:00:00+00:00,2025-11-30 08:01:00+00:00,1,5e-05,0.5,6.082e-05,0.6082,0.3555999999999999,0.1101434398016537,0.1101434398016537,10000,10000,11.642161587034476,-11.642161587034476,0.0,0.3556000000000008,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.6444,-0.0009644399999999,8.0,2.0,10.0,-9.6444,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-04 08:00:00+00:00,BTCUSDT,funding,2025-12-04 08:00:00+00:00,2025-12-04 08:01:00+00:00,2025-12-04 16:00:00.011000+00:00,2025-12-04 16:01:00+00:00,1,5e-05,0.5,7.435e-05,0.7435,0.3928,0.1071750479340401,0.1071750479340401,10000,10000,-50.993887807016634,50.993887807016634,0.0,0.3928000000000011,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.6072,-0.0009607199999999,8.0,2.0,10.0,-9.6072,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-07 16:00:00+00:00,BTCUSDT,funding,2025-12-07 16:00:00+00:00,2025-12-07 16:01:00+00:00,2025-12-08 00:00:00+00:00,2025-12-08 00:01:00+00:00,1,5e-05,0.5,5.212e-05,0.5212,-0.0539,0.1118336809496916,0.1118336809496916,10000,10000,90.23859715830552,-90.23859715830552,0.0,-0.0538999999999987,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-10.0539,-0.0010053899999999,8.0,2.0,10.0,-10.0539,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-08 08:00:00+00:00,BTCUSDT,funding,2025-12-08 08:00:00+00:00,2025-12-08 08:01:00+00:00,2025-12-08 16:00:00.001000+00:00,2025-12-08 16:01:00+00:00,1,5e-05,0.5,6.545e-05,0.6545000000000001,0.3394999999999999,0.1093074172734139,0.1093074172734139,10000,10000,-179.4609176794913,179.4609176794913,0.0,0.3394999999999868,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.660500000000011,-0.00096605,8.0,2.0,10.0,-9.660500000000011,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-09 08:00:00.001000+00:00,BTCUSDT,funding,2025-12-09 08:00:00.001000+00:00,2025-12-09 08:01:00+00:00,2025-12-10 00:00:00.007000+00:00,2025-12-10 00:01:00+00:00,2,5e-05,0.5,6.379e-05,0.6379,0.8220000000000001,0.110573600552868,0.110573600552868,10000,10000,239.6572218382855,-239.6572218382855,0.0,0.8220000000000027,0.0,0.0,open,open,open,open,False,False,ok,False,0.00125,12.5,0.001,-9.177999999999995,-0.0009177999999999,8.0,2.0,10.0,-9.177999999999995,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-11 16:00:00+00:00,BTCUSDT,funding,2025-12-11 16:00:00+00:00,2025-12-11 16:01:00+00:00,2025-12-12 16:00:00.002000+00:00,2025-12-12 16:01:00+00:00,3,5e-05,0.5,6.1e-05,0.61,1.4995,0.1112907838988945,0.1112907838988945,10000,10000,6.666317955544755,-6.666317955544755,0.0,1.4995000000000005,0.0,0.0,open,open,open,open,False,False,ok,False,0.0008333333333333,8.333333333333334,0.001,-8.500499999999999,-0.0008500499999999,8.0,2.0,10.0,-8.500499999999999,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-13 08:00:00.006000+00:00,BTCUSDT,funding,2025-12-13 08:00:00.006000+00:00,2025-12-13 08:01:00+00:00,2025-12-14 08:00:00.003000+00:00,2025-12-14 08:01:00+00:00,3,5e-05,0.5,6.02e-05,0.602,1.8939,0.1107299540027771,0.1107299540027771,10000,10000,-11.183725354280488,11.183725354280488,0.0,1.8939000000000004,0.0,0.0,open,open,open,open,False,False,ok,False,0.0008333333333333,8.333333333333334,0.001,-8.1061,-0.0008106099999999,8.0,2.0,10.0,-8.1061,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-16 00:00:00.002000+00:00,BTCUSDT,funding,2025-12-16 00:00:00.002000+00:00,2025-12-16 00:01:00+00:00,2025-12-16 08:00:00+00:00,2025-12-16 08:01:00+00:00,1,5e-05,0.5,7.467e-05,0.7467,0.1349999999999999,0.1158410290390291,0.1158410290390291,10000,10000,-46.220570586572634,46.220570586572634,0.0,0.134999999999998,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.865000000000002,-0.0009865,8.0,2.0,10.0,-9.865000000000002,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-17 00:00:00.004000+00:00,BTCUSDT,funding,2025-12-17 00:00:00.004000+00:00,2025-12-17 00:01:00+00:00,2025-12-18 08:00:00.007000+00:00,2025-12-18 08:01:00+00:00,4,5e-05,0.5,6.221e-05,0.6221,2.0267000000000004,0.1139823259005458,0.1139823259005458,10000,10000,-104.24823526863824,104.24823526863824,0.0,2.0267000000000053,0.0,0.0,open,open,open,open,False,False,ok,False,0.000625,6.25,0.001,-7.973299999999995,-0.0007973299999999,8.0,2.0,10.0,-7.973299999999995,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-18 16:00:00.001000+00:00,BTCUSDT,funding,2025-12-18 16:00:00.001000+00:00,2025-12-18 16:01:00+00:00,2025-12-20 08:00:00+00:00,2025-12-20 08:01:00+00:00,5,5e-05,0.5,8.355e-05,0.8355,3.6725,0.1131097605805697,0.1131097605805697,10000,10000,-14.36493959373236,14.36493959373236,0.0,3.672500000000001,0.0,0.0,open,open,open,open,False,False,ok,False,0.0005,5.0,0.001,-6.327499999999999,-0.0006327499999999,8.0,2.0,10.0,-6.327499999999999,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-20 16:00:00.002000+00:00,BTCUSDT,funding,2025-12-20 16:00:00.002000+00:00,2025-12-20 16:01:00+00:00,2025-12-21 16:00:00+00:00,2025-12-21 16:01:00+00:00,3,5e-05,0.5,7.171e-05,0.7171000000000001,2.2532,0.1134386194973761,0.1134386194973761,10000,10000,-22.676380037524837,22.676380037524837,0.0,2.2531999999999996,0.0,0.0,open,open,open,open,False,False,ok,False,0.0008333333333333,8.333333333333334,0.001,-7.7468,-0.00077468,8.0,2.0,10.0,-7.7468,0.0,ok,0.001,explicit
FRC1_BTCUSDT_2025-12-22 16:00:00.009000+00:00,BTCUSDT,funding,2025-12-22 16:00:00.009000+00:00,2025-12-22 16:01:00+00:00,2025-12-23 00:00:00+00:00,2025-12-23 00:01:00+00:00,1,5e-05,0.5,6.654e-05,0.6654,0.2633,0.1113527465711705,0.1113527465711705,10000,10000,-144.59154142266496,144.59154142266496,0.0,0.2632999999999867,0.0,0.0,open,open,open,open,False,False,ok,False,0.0025,25.0,0.001,-9.736700000000011,-0.00097367,8.0,2.0,10.0,-9.736700000000011,0.0,ok,0.001,explicit
